시도,시군구,월,발생건수,사망자수,부상자수,중상,경상,부상신고
경남,양산시,06월,93,7,131,45,75,11
경남,양산시,07월,88,0,122,46,63,13
경남,양산시,08월,118,5,183,63,103,17
경남,양산시,09월,91,1,129,46,76,7
경남,양산시,10월,109,0,150,37,100,13
경남,양산시,11월,85,2,140,39,90,11
경남,양산시,12월,91,4,126,41,74,11
경남,고성군,01월,27,3,36,13,22,1
경남,고성군,02월,8,0,9,2,7,0
경남,고성군,03월,26,3,34,14,20,0
경남,고성군,04월,25,3,32,20,12,0
경남,고성군,05월,21,0,31,9,21,1
경남,고성군,06월,16,0,23,11,12,0
경남,고성군,07월,13,0,18,3,15,0
경남,고성군,08월,12,0,16,9,7,0
경남,고성군,09월,19,6,39,18,21,0
경남,고성군,10월,21,2,28,12,16,0
경남,고성군,11월,27,1,39,17,21,1
경남,고성군,12월,28,3,47,22,25,0
경남,사천시,01월,36,0,63,23,39,1
경남,사천시,02월,35,1,46,20,19,7
경남,사천시,03월,37,1,59,21,31,7
경남,사천시,04월,45,1,75,20,41,14
경남,사천시,05월,56,1,85,31,43,11
경남,사천시,06월,51,1,83,26,44,13
경남,사천시,07월,48,1,80,18,55,7
경남,사천시,08월,61,2,101,28,63,10
경남,사천시,09월,69,0,105,34,64,7
경남,사천시,10월,62,2,97,27,64,6
경남,사천시,11월,63,3,105,26,75,4
경남,사천시,12월,44,0,74,19,52,3
경남,남해군,01월,13,0,19,11,8,0
경남,남해군,02월,12,0,16,13,3,0
경남,남해군,03월,19,0,24,12,11,1
경남,남해군,04월,19,0,30,14,11,5
경남,남해군,05월,19,0,37,24,10,3
경남,남해군,06월,11,0,12,9,2,1
경남,남해군,07월,16,2,22,13,5,4
경남,남해군,08월,16,0,29,12,13,4
경남,남해군,09월,12,1,19,8,10,1
경남,남해군,10월,14,1,25,11,13,1
경남,남해군,11월,23,2,26,19,5,2
경남,남해군,12월,13,0,17,9,6,2
경남,하동군,01월,8,0,10,6,4,0
경남,하동군,02월,14,1,22,9,12,1
경남,하동군,03월,10,3,11,4,7,0
경남,하동군,04월,16,0,20,14,5,1
경남,하동군,05월,6,0,6,3,3,0
경남,하동군,06월,22,1,25,13,12,0
경남,하동군,07월,14,0,22,11,9,2
경남,하동군,08월,8,2,10,4,6,0
경남,하동군,09월,15,1,19,6,13,0
경남,하동군,10월,13,0,17,10,6,1
경남,하동군,11월,10,1,12,4,8,0
경남,하동군,12월,13,1,17,7,9,1
경남,산청군,01월,12,1,15,3,10,2
경남,산청군,02월,6,0,7,3,1,3
경남,산청군,03월,15,2,20,9,10,1
경남,산청군,04월,14,1,19,10,7,2
경남,산청군,05월,23,1,33,21,9,3
경남,산청군,06월,12,2,17,7,8,2
경남,산청군,07월,26,1,44,21,22,1
경남,산청군,08월,17,0,37,14,17,6
경남,산청군,09월,14,0,27,12,13,2
경남,산청군,10월,13,2,17,5,10,2
경남,산청군,11월,19,0,25,7,17,1
경남,산청군,12월,12,1,19,6,9,4
경남,함양군,01월,9,0,12,6,5,1
경남,함양군,02월,11,2,22,14,8,0
경남,함양군,03월,12,0,21,10,7,4
경남,함양군,04월,14,0,25,10,12,3
경남,함양군,05월,23,3,35,5,27,3
경남,함양군,06월,17,5,29,10,15,4
경남,함양군,07월,13,0,22,11,8,3
경남,함양군,08월,15,1,15,8,6,1
경남,함양군,09월,15,1,28,12,11,5
경남,함양군,10월,12,1,20,7,11,2
경남,함양군,11월,14,1,18,5,10,3
경남,함양군,12월,10,1,16,4,10,2
경남,거창군,01월,15,0,17,6,9,2
경남,거창군,02월,20,0,26,10,13,3
경남,거창군,03월,22,0,31,18,12,1
경남,거창군,04월,26,2,31,11,20,0
경남,거창군,05월,20,1,30,19,11,0
경남,거창군,06월,16,0,24,4,20,0
경남,거창군,07월,24,2,26,13,13,0
경남,거창군,08월,16,2,29,10,19,0
경남,거창군,09월,27,0,38,17,21,0
경남,거창군,10월,16,0,26,11,14,1
경남,거창군,11월,20,1,22,11,11,0
경남,거창군,12월,20,0,24,15,9,0
경남,합천군,01월,14,1,17,8,8,1
경남,합천군,02월,16,1,19,9,8,2
경남,합천군,03월,15,2,14,4,7,3
경남,합천군,04월,10,0,15,6,8,1
경남,합천군,05월,16,1,17,8,6,3
경남,합천군,06월,11,0,18,6,11,1
경남,합천군,07월,16,0,24,7,13,4
경남,합천군,08월,9,1,9,3,6,0
경남,합천군,09월,20,3,26,19,7,0
경남,합천군,10월,14,0,17,12,4,1
경남,합천군,11월,15,0,31,11,20,0
경남,합천군,12월,12,0,14,4,9,1
경남,창원시(통합),01월,216,5,292,94,194,4
경남,창원시(통합),02월,211,5,266,100,161,5
경남,창원시(통합),03월,265,4,363,118,231,14
경남,창원시(통합),04월,249,6,330,95,220,15
경남,창원시(통합),05월,232,5,311,94,213,4
경남,창원시(통합),06월,224,4,337,112,218,7
경남,창원시(통합),07월,253,5,341,103,225,13
경남,창원시(통합),08월,236,7,326,113,199,14
경남,창원시(통합),09월,237,3,344,100,231,13
경남,창원시(통합),10월,283,5,410,124,278,8
경남,창원시(통합),11월,260,8,380,137,230,13
경남,창원시(통합),12월,250,7,353,96,246,11
제주,제주시,01월,234,8,363,87,241,35
제주,제주시,02월,189,3,325,57,234,34
제주,제주시,03월,262,2,375,80,253,42
제주,제주시,04월,231,5,333,76,235,22
제주,제주시,05월,258,0,394,65,271,58
제주,제주시,06월,292,3,446,99,300,47
제주,제주시,07월,277,4,408,86,268,54
제주,제주시,08월,266,4,430,84,304,42
제주,제주시,09월,235,1,365,66,260,39
제주,제주시,10월,261,4,382,58,286,38
제주,제주시,11월,274,5,388,64,278,46
제주,제주시,12월,224,3,322,67,208,47
제주,서귀포시,01월,97,3,185,46,118,21
제주,서귀포시,02월,80,4,130,27,80,23
제주,서귀포시,03월,109,3,185,44,111,30
제주,서귀포시,04월,101,1,171,46,96,29
제주,서귀포시,05월,93,2,139,46,72,21
제주,서귀포시,06월,99,1,169,39,103,27
제주,서귀포시,07월,106,5,178,36,113,29
제주,서귀포시,08월,111,2,197,47,107,43
제주,서귀포시,09월,103,1,181,45,109,27
제주,서귀포시,10월,94,6,150,37,95,18
제주,서귀포시,11월,128,8,218,54,116,48
제주,서귀포시,12월,115,4,177,47,89,41
대구,중구,01월,78,0,101,30,64,7
대구,중구,02월,86,0,123,23,83,17
대구,중구,03월,78,0,122,25,80,17
대구,중구,04월,80,1,123,25,89,9
대구,중구,05월,93,0,131,25,85,21
대구,중구,06월,91,0,131,18,99,14
대구,중구,07월,84,1,121,20,86,15
대구,중구,08월,84,1,127,30,84,13
대구,중구,09월,98,1,127,36,63,28
대구,중구,10월,83,1,122,22,88,12
대구,중구,11월,74,0,99,30,58,11
대구,중구,12월,91,0,145,27,95,23
대구,동구,01월,135,3,172,43,120,9
대구,동구,02월,115,0,162,30,116,16
대구,동구,03월,123,1,177,40,125,12
대구,동구,04월,150,3,205,37,154,14
대구,동구,05월,164,0,234,66,146,22
대구,동구,06월,149,1,212,55,134,23
대구,동구,07월,135,2,204,46,144,14
대구,동구,08월,140,2,198,46,138,14
대구,동구,09월,153,2,238,56,165,17
대구,동구,10월,158,2,229,57,145,27
대구,동구,11월,153,0,226,57,149,20
대구,동구,12월,143,4,187,41,130,16
대구,서구,01월,101,1,141,31,96,14
대구,서구,02월,89,2,124,36,80,8
대구,서구,03월,103,2,138,23,105,10
대구,서구,04월,109,0,160,33,118,9
대구,서구,05월,98,3,137,36,86,15
대구,서구,06월,114,1,153,45,95,13
대구,서구,07월,99,1,168,26,126,16
대구,서구,08월,101,1,130,28,93,9
대구,서구,09월,83,1,126,19,91,16
대구,서구,10월,117,1,168,31,123,14
대구,서구,11월,125,2,161,43,99,19
대구,서구,12월,111,2,167,28,121,18
대구,남구,01월,67,1,98,22,66,10
대구,남구,02월,66,0,97,9,83,5
대구,남구,03월,68,1,99,21,69,9
대구,남구,04월,63,0,93,20,71,2
대구,남구,05월,74,0,107,32,70,5
대구,남구,06월,70,0,96,16,76,4
대구,남구,07월,80,0,122,26,83,13
대구,남구,08월,77,0,121,27,83,11
대구,남구,09월,76,0,103,18,81,4
대구,남구,10월,73,1,109,27,75,7
대구,남구,11월,68,1,103,19,78,6
대구,남구,12월,77,1,109,26,81,2
대구,북구,01월,182,2,260,60,168,32
대구,북구,02월,161,3,229,42,170,17
대구,북구,03월,170,2,240,78,140,22
대구,북구,04월,188,2,275,54,192,29
대구,북구,05월,212,4,282,71,188,23
대구,북구,06월,186,2,280,58,195,27
대구,북구,07월,208,1,286,82,176,28
대구,북구,08월,215,1,343,65,250,28
대구,북구,09월,221,2,335,89,221,25
대구,북구,10월,191,1,264,65,181,18
대구,북구,11월,218,0,325,68,222,35
대구,북구,12월,206,5,295,61,210,24
대구,수성구,01월,164,2,233,48,157,28
대구,수성구,02월,123,3,181,45,124,12
대구,수성구,03월,168,4,244,51,175,18
대구,수성구,04월,180,3,282,49,216,17
대구,수성구,05월,176,3,300,65,210,25
대구,수성구,06월,161,0,235,58,167,10
대구,수성구,07월,187,1,294,69,205,20
대구,수성구,08월,172,2,251,56,169,26
대구,수성구,09월,159,1,262,38,208,16
대구,수성구,10월,179,1,283,58,207,18
대구,수성구,11월,176,0,264,66,182,16
대구,수성구,12월,171,0,235,56,162,17
대구,달서구,01월,243,1,378,78,283,17
대구,달서구,02월,208,2,284,78,190,16
대구,달서구,03월,255,3,383,77,285,21
대구,달서구,04월,259,0,411,71,322,18
대구,달서구,05월,278,2,407,72,297,38
대구,달서구,06월,255,0,371,52,292,27
대구,달서구,07월,283,1,419,78,311,30
대구,달서구,08월,268,1,406,73,305,28
대구,달서구,09월,256,0,375,62,293,20
대구,달서구,10월,263,1,391,75,280,36
대구,달서구,11월,297,1,443,92,311,40
대구,달서구,12월,245,1,361,75,261,25
대구,달성군,01월,74,1,99,26,68,5
대구,달성군,02월,60,3,92,22,65,5
대구,달성군,03월,65,0,87,20,59,8
대구,달성군,04월,76,0,111,34,72,5
대구,달성군,05월,70,1,110,17,84,9
대구,달성군,06월,90,2,118,39,69,10
대구,달성군,07월,76,3,103,25,75,3
대구,달성군,08월,73,3,106,21,84,1
대구,달성군,09월,76,1,124,27,91,6
대구,달성군,10월,67,1,100,31,65,4
대구,달성군,11월,87,0,140,28,103,9
대구,달성군,12월,54,0,89,21,65,3
인천,중구,01월,33,2,45,8,37,0
인천,중구,02월,38,2,48,21,24,3
인천,중구,03월,25,0,33,4,26,3
인천,중구,04월,42,2,74,18,53,3
인천,중구,05월,52,1,81,16,59,6
인천,중구,06월,39,0,74,18,47,9
인천,중구,07월,51,2,73,18,52,3
인천,중구,08월,42,0,74,24,44,6
인천,중구,09월,43,2,76,27,47,2
인천,중구,10월,44,0,76,11,64,1
인천,중구,11월,44,2,66,17,44,5
인천,중구,12월,40,1,67,18,46,3
인천,동구,01월,15,1,21,5,15,1
인천,동구,02월,13,0,22,8,13,1
인천,동구,03월,10,0,18,4,10,4
인천,동구,04월,8,0,8,3,5,0
인천,동구,05월,9,0,9,5,4,0
인천,동구,06월,15,0,20,8,11,1
인천,동구,07월,20,0,23,7,16,0
인천,동구,08월,18,0,27,10,14,3
인천,동구,09월,15,0,24,5,14,5
인천,동구,10월,15,1,16,7,8,1
인천,동구,11월,10,0,15,10,5,0
인천,동구,12월,8,0,13,0,13,0
인천,남구,01월,116,0,171,28,132,11
인천,남구,02월,85,2,127,18,96,13
인천,남구,03월,91,1,126,23,96,7
인천,남구,04월,87,0,117,33,70,14
인천,남구,05월,103,0,149,23,107,19
인천,남구,06월,93,0,123,25,78,20
인천,남구,07월,82,3,132,20,103,9
인천,남구,08월,82,4,122,18,90,14
인천,남구,09월,112,0,147,30,92,25
인천,남구,10월,103,3,156,36,105,15
인천,남구,11월,90,1,116,23,86,7
인천,남구,12월,83,3,104,14,74,16
인천,부평구,01월,115,3,168,47,113,8
인천,부평구,02월,116,1,177,24,149,4
인천,부평구,03월,89,1,143,31,104,8
인천,부평구,04월,97,2,138,35,97,6
인천,부평구,05월,90,0,128,28,99,1
인천,부평구,06월,81,0,115,28,86,1
인천,부평구,07월,104,0,135,24,105,6
인천,부평구,08월,71,0,98,15,78,5
인천,부평구,09월,80,0,113,23,84,6
인천,부평구,10월,88,3,113,34,78,1
인천,부평구,11월,92,0,141,33,105,3
인천,부평구,12월,86,0,116,21,92,3
인천,남동구,01월,146,2,213,38,168,7
인천,남동구,02월,139,0,235,40,184,11
인천,남동구,03월,122,1,180,39,131,10
인천,남동구,04월,139,1,188,44,137,7
인천,남동구,05월,142,0,214,25,176,13
인천,남동구,06월,152,1,229,50,171,8
인천,남동구,07월,143,1,199,35,157,7
인천,남동구,08월,123,0,197,23,157,17
인천,남동구,09월,176,2,252,54,192,6
인천,남동구,10월,148,0,222,49,162,11
인천,남동구,11월,135,1,177,42,127,8
인천,남동구,12월,142,2,203,26,164,13
인천,서구,01월,135,2,178,60,110,8
인천,서구,02월,114,2,167,42,122,3
인천,서구,03월,111,1,155,36,114,5
인천,서구,04월,86,0,138,27,106,5
인천,서구,05월,113,0,150,37,110,3
인천,서구,06월,108,0,141,37,102,2
인천,서구,07월,103,2,140,34,103,3
인천,서구,08월,116,3,162,34,125,3
인천,서구,09월,111,3,161,36,116,9
인천,서구,10월,109,1,147,40,106,1
인천,서구,11월,102,4,126,32,90,4
인천,서구,12월,106,1,158,33,117,8
인천,연수구,01월,55,1,74,20,53,1
인천,연수구,02월,59,1,88,22,62,4
인천,연수구,03월,62,1,104,25,77,2
인천,연수구,04월,64,2,92,20,69,3
인천,연수구,05월,58,0,84,21,59,4
인천,연수구,06월,42,2,60,25,33,2
인천,연수구,07월,61,1,72,23,44,5
인천,연수구,08월,56,1,83,16,63,4
인천,연수구,09월,59,2,89,19,70,0
인천,연수구,10월,61,3,82,22,58,2
인천,연수구,11월,58,3,73,19,52,2
인천,연수구,12월,52,0,77,23,51,3
인천,계양구,01월,63,2,100,19,77,4
인천,계양구,02월,61,1,104,25,73,6
인천,계양구,03월,59,1,75,20,55,0
인천,계양구,04월,71,1,105,25,70,10
인천,계양구,05월,73,0,103,26,70,7
인천,계양구,06월,61,0,88,26,55,7
인천,계양구,07월,75,3,96,29,65,2
인천,계양구,08월,70,4,95,13,77,5
인천,계양구,09월,61,0,83,17,57,9
인천,계양구,10월,76,1,121,32,81,8
인천,계양구,11월,63,0,85,22,60,3
인천,계양구,12월,69,1,80,15,56,9
인천,강화군,01월,15,1,20,9,11,0
인천,강화군,02월,11,0,11,7,4,0
인천,강화군,03월,12,1,28,4,13,11
인천,강화군,04월,16,2,21,10,11,0
인천,강화군,05월,21,1,29,5,23,1
인천,강화군,06월,12,0,16,8,7,1
인천,강화군,07월,26,1,41,16,25,0
인천,강화군,08월,19,0,33,14,19,0
인천,강화군,09월,21,0,30,12,15,3
인천,강화군,10월,24,1,36,14,18,4
인천,강화군,11월,14,0,22,7,15,0
인천,강화군,12월,11,0,13,6,6,1
인천,옹진군,01월,1,0,1,1,0,0
인천,옹진군,03월,4,0,6,4,2,0
인천,옹진군,04월,3,0,4,3,1,0
인천,옹진군,05월,5,0,8,2,5,1
인천,옹진군,06월,3,1,3,2,1,0
인천,옹진군,07월,6,0,8,2,6,0
인천,옹진군,08월,1,0,2,0,2,0
인천,옹진군,09월,1,1,1,0,0,1
인천,옹진군,10월,6,0,11,4,6,1
인천,옹진군,11월,3,0,7,0,7,0
인천,옹진군,12월,2,0,2,0,1,1
광주,동구,01월,28,0,34,10,24,0
광주,동구,02월,33,0,53,14,37,2
광주,동구,03월,43,0,58,3,51,4
광주,동구,04월,38,0,60,5,52,3
광주,동구,05월,38,0,65,6,58,1
광주,동구,06월,49,0,95,10,79,6
광주,동구,07월,37,1,53,5,46,2
광주,동구,08월,45,0,64,7,55,2
광주,동구,09월,46,0,59,12,46,1
광주,동구,10월,47,1,65,14,49,2
광주,동구,11월,62,0,99,15,78,6
광주,동구,12월,43,1,62,9,53,0
광주,서구,01월,166,2,271,31,233,7
광주,서구,02월,140,1,230,24,203,3
광주,서구,03월,158,0,288,27,254,7
광주,서구,04월,151,2,246,28,214,4
광주,서구,05월,177,0,272,26,243,3
광주,서구,06월,139,1,235,25,203,7
광주,서구,07월,178,2,289,25,255,9
광주,서구,08월,151,0,259,19,235,5
광주,서구,09월,188,0,298,22,266,10
광주,서구,10월,176,2,280,40,232,8
광주,서구,11월,156,0,226,22,201,3
광주,서구,12월,172,1,276,28,237,11
광주,북구,01월,162,2,268,32,232,4
광주,북구,02월,151,2,231,23,198,10
광주,북구,03월,189,1,283,41,228,14
광주,북구,04월,188,2,299,37,255,7
광주,북구,05월,209,2,330,41,282,7
광주,북구,06월,197,1,346,31,302,13
광주,북구,07월,196,3,353,29,311,13
광주,북구,08월,183,2,308,35,268,5
광주,북구,09월,200,2,318,41,267,10
광주,북구,10월,197,3,313,39,261,13
광주,북구,11월,209,4,316,44,262,10
광주,북구,12월,188,1,282,40,232,10
광주,광산구,01월,149,2,268,35,226,7
광주,광산구,02월,137,1,239,27,208,4
광주,광산구,03월,152,2,254,45,206,3
광주,광산구,04월,150,5,239,31,198,10
광주,광산구,05월,157,4,250,38,210,2
광주,광산구,06월,166,2,277,50,220,7
광주,광산구,07월,164,1,306,27,262,17
광주,광산구,08월,192,1,313,42,263,8
광주,광산구,09월,154,0,252,32,212,8
광주,광산구,10월,177,4,291,43,242,6
광주,광산구,11월,182,3,264,33,224,7
광주,광산구,12월,180,1,266,36,227,3
광주,남구,01월,57,1,83,8,74,1
광주,남구,02월,54,1,77,11,62,4
광주,남구,03월,65,2,90,19,69,2
광주,남구,04월,71,0,96,24,71,1
광주,남구,05월,64,0,93,13,76,4
광주,남구,06월,67,1,106,14,87,5
광주,남구,07월,64,0,92,15,73,4
광주,남구,08월,68,2,120,18,95,7
광주,남구,09월,55,2,82,11,66,5
광주,남구,10월,69,2,104,20,80,4
광주,남구,11월,63,0,104,14,87,3
광주,남구,12월,72,0,127,18,105,4
대전,동구,01월,76,3,114,30,84,0
대전,동구,02월,67,2,91,18,70,3
대전,동구,03월,103,1,138,39,96,3
대전,동구,04월,105,2,138,23,113,2
대전,동구,05월,114,2,159,41,113,5
대전,동구,06월,113,1,203,49,150,4
대전,동구,07월,102,2,140,29,108,3
대전,동구,08월,118,1,167,41,122,4
대전,동구,09월,112,3,160,33,125,2
대전,동구,10월,127,3,188,40,147,1
대전,동구,11월,104,2,142,27,112,3
대전,동구,12월,117,2,171,28,140,3
대전,중구,01월,89,2,123,20,98,5
대전,중구,02월,80,2,113,17,92,4
대전,중구,03월,93,2,129,23,105,1
대전,중구,04월,95,1,129,30,94,5
대전,중구,05월,85,2,126,20,103,3
대전,중구,06월,89,0,127,29,95,3
대전,중구,07월,86,0,126,23,98,5
대전,중구,08월,107,0,157,24,122,11
대전,중구,09월,103,0,184,35,141,8
대전,중구,10월,103,1,148,26,115,7
대전,중구,11월,110,0,158,37,115,6
대전,중구,12월,88,2,137,23,105,9
대전,서구,01월,185,2,275,55,215,5
대전,서구,02월,193,2,292,53,230,9
대전,서구,03월,172,0,259,34,218,7
대전,서구,04월,187,3,271,44,219,8
대전,서구,05월,191,2,259,47,203,9
대전,서구,06월,181,2,287,40,238,9
대전,서구,07월,201,2,324,48,264,12
대전,서구,08월,198,2,307,46,247,14
대전,서구,09월,178,2,265,41,218,6
대전,서구,10월,202,3,289,61,219,9
대전,서구,11월,225,1,340,50,277,13
대전,서구,12월,197,1,308,50,246,12
대전,유성구,01월,126,1,192,19,160,13
대전,유성구,02월,150,0,286,43,222,21
대전,유성구,03월,156,4,263,43,190,30
대전,유성구,04월,165,2,245,40,191,14
대전,유성구,05월,166,4,279,48,215,16
대전,유성구,06월,169,1,278,53,211,14
대전,유성구,07월,159,0,260,42,210,8
대전,유성구,08월,168,2,268,44,214,10
대전,유성구,09월,155,3,234,39,185,10
대전,유성구,10월,183,3,299,54,234,11
대전,유성구,11월,178,1,288,53,230,5
대전,유성구,12월,186,1,309,45,240,24
대전,대덕구,01월,71,3,101,20,75,6
대전,대덕구,02월,77,1,100,23,71,6
대전,대덕구,03월,75,2,112,18,88,6
대전,대덕구,04월,70,0,94,26,61,7
대전,대덕구,05월,74,1,117,16,87,14
대전,대덕구,06월,93,1,141,19,103,19
대전,대덕구,07월,69,0,92,20,69,3
대전,대덕구,08월,82,1,123,28,91,4
대전,대덕구,09월,75,1,99,15,76,8
대전,대덕구,10월,69,1,104,13,83,8
대전,대덕구,11월,92,2,140,23,104,13
대전,대덕구,12월,50,0,64,19,43,2
울산,중구,01월,74,2,92,28,52,12
울산,중구,02월,51,2,74,15,54,5
울산,중구,03월,70,1,98,15,75,8
울산,중구,04월,74,1,123,27,83,13
울산,중구,05월,66,1,90,23,51,16
울산,중구,06월,75,0,113,27,70,16
울산,중구,07월,59,1,79,22,47,10
울산,중구,08월,58,0,71,14,47,10
울산,중구,09월,61,0,93,19,60,14
울산,중구,10월,66,0,96,22,67,7
울산,중구,11월,69,2,87,21,59,7
울산,중구,12월,46,0,64,18,39,7
울산,남구,01월,123,3,179,49,126,4
울산,남구,02월,113,2,146,39,103,4
울산,남구,03월,104,2,122,36,81,5
울산,남구,04월,100,3,128,40,78,10
울산,남구,05월,108,3,171,49,106,16
울산,남구,06월,103,1,139,34,101,4
울산,남구,07월,93,2,129,42,84,3
울산,남구,08월,89,2,121,26,86,9
울산,남구,09월,99,3,157,52,99,6
울산,남구,10월,126,0,178,66,108,4
울산,남구,11월,97,1,139,30,104,5
울산,남구,12월,99,1,148,40,100,8
울산,동구,01월,45,0,58,20,38,0
울산,동구,02월,45,1,57,14,42,1
울산,동구,03월,59,2,68,22,45,1
울산,동구,04월,43,0,51,13,38,0
울산,동구,05월,29,0,37,14,23,0
울산,동구,06월,39,0,53,18,34,1
울산,동구,07월,31,0,39,6,33,0
울산,동구,08월,46,1,53,16,37,0
울산,동구,09월,40,0,52,15,37,0
울산,동구,10월,43,0,60,17,43,0
울산,동구,11월,44,2,54,14,38,2
울산,동구,12월,43,0,59,21,37,1
울산,북구,01월,45,0,60,23,34,3
울산,북구,02월,33,0,45,15,28,2
울산,북구,03월,62,4,76,23,45,8
울산,북구,04월,47,3,112,27,80,5
울산,북구,05월,53,2,71,18,49,4
울산,북구,06월,50,2,72,21,46,5
울산,북구,07월,45,0,79,27,48,4
울산,북구,08월,61,3,108,25,73,10
울산,북구,09월,48,0,68,19,42,7
울산,북구,10월,76,1,130,29,90,11
울산,북구,11월,53,0,90,16,69,5
울산,북구,12월,59,1,80,18,52,10
울산,울주군,01월,54,3,72,23,37,12
울산,울주군,02월,71,0,123,34,76,13
울산,울주군,03월,69,1,104,31,59,14
울산,울주군,04월,66,0,104,27,70,7
울산,울주군,05월,62,3,91,24,64,3
울산,울주군,06월,70,3,99,27,64,8
울산,울주군,07월,69,2,109,27,74,8
울산,울주군,08월,74,2,112,26,74,12
울산,울주군,09월,70,3,122,32,72,18
울산,울주군,10월,79,3,131,35,84,12
울산,울주군,11월,73,3,125,37,72,16
울산,울주군,12월,73,1,116,31,75,10
세종,세종,01월,57,4,88,24,59,5
세종,세종,02월,73,0,115,23,90,2
세종,세종,03월,81,4,106,29,72,5
세종,세종,04월,88,2,112,31,79,2
세종,세종,05월,76,2,120,35,82,3
세종,세종,06월,69,3,106,30,73,3
세종,세종,07월,62,0,85,24,59,2
세종,세종,08월,52,1,85,26,58,1
세종,세종,09월,50,4,61,14,46,1
세종,세종,10월,65,0,90,22,66,2
세종,세종,11월,65,0,91,17,71,3
세종,세종,12월,57,0,83,13,69,1
